job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,Employee_type,Employee_status,gender,age,marital_status_maried(Y/N),number_of_dependences,number_of_dependences (male),number_of_dependences (female),Education_level,GPA,year_graduated,job_duration_as_permanent_worker,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Best Performance,Avg_achievement_%,Last_achievement_%,Achievement_above_100%_during3quartal,achievement_target_1,achievement_target_2,achievement_target_3
JG04,1.92,PG03,1.92,2.25,RM_type_B,Permanent,Male,1990,Y,1,0,1,,,,4.0,4,2,2,0,4,0,0,71.54333333333334,76.95,0.0,achiev_50%-100%,achiev_< 50%,reached
JG03,1.0,PG01,1.0,1.0,RM_type_B,Contract,Male,1991,N,0,0,0,level_3,3.22,2012,,1,1,1,0,0,0,0,,,,,,
JG04,1.92,PG03,1.92,1.25,RM_type_A,Permanent,Male,1989,Y,1,1,0,,,,4.0,4,4,3,0,3,0,0,46.086666666666666,48.65,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_B,Permanent,Male,1988,N,0,0,0,,,,4.0,4,2,3,0,4,1,0,57.32,56.24,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,2.17,PG03,2.17,0.5,RM_type_A,Permanent,Male,1989,Y,2,2,0,level_5,3.73,2017,6.0,6,5,3,0,0,0,0,51.470000000000006,55.53,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_B,Permanent,Female,1989,N,0,0,0,level_4,3.46,2011,4.0,4,3,2,0,0,0,0,43.31666666666666,37.56,0.0,achiev_< 50%,achiev_< 50%,not reached
JG04,7.92,PG04,4.0,0.5,RM_type_A,Permanent,Male,1982,Y,1,0,1,level_4,3.02,2005,8.0,8,8,5,0,3,0,0,71.91666666666667,68.38,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1990,Y,0,0,0,level_4,3.27,2012,3.0,3,2,3,0,5,0,0,73.04,68.33,0.0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Male,1992,N,0,0,0,level_4,3.22,2014,2.0,2,2,2,0,0,6,0,13.033333333333333,13.1,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,0.92,PG03,0.92,0.5,RM_type_B,Permanent,Male,1993,N,0,0,0,level_3,3.4,2014,1.0,1,2,1,0,0,0,0,,,,,,
JG04,1.33,PG03,1.33,1.83,RM_type_C,Permanent,Female,1988,Y,0,0,0,level_4,2.94,2011,4.0,4,3,3,0,5,0,0,67.86333333333333,68.44,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Male,1986,Y,1,0,1,,,,4.0,4,3,4,0,4,0,0,67.72666666666667,65.31,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1990,Y,2,1,1,,,,4.0,4,3,4,0,9,0,1,51.30666666666667,48.55,0.0,achiev_< 50%,achiev_< 50%,reached
JG03,1.0,PG01,1.0,1.0,RM_type_B,Contract,Male,1991,N,0,0,0,level_4,3.3,2013,,1,1,1,0,0,0,0,,,,,,
JG04,0.67,PG03,0.67,0.67,RM_type_B,Permanent,Male,1990,Y,1,1,0,level_4,3.04,2012,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.67,PG03,1.67,1.25,RM_type_B,Permanent,Male,1988,Y,1,0,1,level_3,3.18,2009,4.0,4,5,3,0,3,0,0,69.95666666666666,74.9,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.92,PG03,1.92,1.25,RM_type_A,Permanent,Male,1984,Y,2,1,1,level_3,3.32,2007,3.0,3,2,2,0,4,0,0,116.16333333333334,115.81,3.0,achiev_100%-150%,achiev_> 1.5,reached
JG04,0.67,PG03,0.67,0.42,RM_type_B,Permanent,Female,1993,N,0,0,0,level_3,3.04,2013,1.0,1,3,1,0,0,0,0,,,,,,
JG05,5.5,PG06,4.0,0.5,RM_type_A,Permanent,Male,1969,Y,2,1,1,level_4,3.14,2008,28.0,28,14,11,0,4,0,0,55.916666666666664,52.87,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,0.08,RM_type_B,Permanent,Male,1987,Y,2,1,1,level_4,3.1,2007,4.0,4,4,5,0,0,0,0,76.67333333333333,79.33,0.0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,0.42,PG03,0.42,1.08,RM_type_A,Permanent,Male,1991,Y,0,0,0,level_4,3.15,2013,3.0,3,3,5,0,3,0,0,,,,,,
JG04,1.67,PG03,1.67,0.5,RM_type_B,Permanent,Female,1987,Y,0,0,0,level_4,3.11,2011,3.0,3,3,2,0,4,0,0,50.346666666666664,51.94,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.92,PG03,1.92,1.5,RM_type_C,Permanent,Female,1992,Y,0,0,0,level_4,3.47,2014,3.0,3,2,3,0,3,0,0,48.39666666666667,49.79,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,2.67,PG03,2.67,1.5,RM_type_A,Permanent,Male,1987,Y,0,0,0,level_4,3.43,2011,6.0,6,4,6,0,5,1,1,67.52666666666669,63.7,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,0.42,RM_type_B,Permanent,Male,1984,Y,1,1,0,level_3,3.07,2009,4.0,4,2,2,0,5,0,1,51.74666666666667,45.31,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,6.58,PG04,2.0,1.5,RM_type_A,Permanent,Male,1980,Y,2,2,0,level_4,3.3,2003,15.0,15,11,7,0,2,0,0,73.96666666666667,71.26,0.0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,1.5,RM_type_B,Permanent,Male,1991,Y,2,1,1,level_4,3.34,2013,4.0,4,3,2,0,13,0,0,58.71333333333333,56.39,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Male,1989,N,0,0,0,level_4,3.34,2011,1.0,1,1,1,0,0,0,0,,,,,,
JG04,7.17,PG04,4.0,0.5,RM_type_B,Permanent,Male,1982,Y,1,0,1,level_3,3.08,2005,7.0,7,9,3,0,4,4,0,59.42333333333334,62.81,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,1.5,RM_type_A,Permanent,Female,1986,Y,0,0,0,,,,4.0,4,3,3,0,3,0,0,57.26666666666667,61.77,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,0.5,RM_type_B,Permanent,Male,1990,Y,0,0,0,,,,4.0,4,3,2,0,3,1,0,54.416666666666664,55.27,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,1.5,RM_type_B,Permanent,Male,1989,Y,1,0,1,level_4,3.32,2013,2.0,2,2,2,0,3,0,0,13.36,13.49,0.0,achiev_< 50%,achiev_< 50%,reached
JG03,0.25,PG01,0.25,0.25,RM_type_B,Contract,Female,1989,N,0,0,0,level_3,3.24,2010,,1,1,1,0,0,0,0,,,,,,
JG04,2.0,PG03,2.0,0.5,RM_type_A,Permanent,Male,1989,Y,1,0,1,level_4,3.23,2012,5.0,5,4,3,0,7,0,0,59.916666666666664,55.65,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.67,PG03,1.67,0.25,RM_type_B,Permanent,Female,1989,Y,0,0,0,,,,4.0,4,3,2,0,5,8,0,69.83666666666666,70.25,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,0.5,RM_type_B,Permanent,Male,1988,Y,1,0,1,level_2,3.01,2010,4.0,4,3,3,0,3,3,0,64.53,70.29,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,0.5,RM_type_A,Permanent,Male,1988,N,0,0,0,level_4,2.98,2011,3.0,3,3,3,0,3,0,0,69.42999999999999,81.49,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,0.5,RM_type_B,Permanent,Male,1990,Y,1,0,1,level_3,3.0,2013,3.0,3,3,2,0,3,0,0,59.09,65.13,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,0.5,RM_type_A,Permanent,Female,1989,Y,1,1,0,level_4,3.36,2010,6.0,6,5,5,0,7,3,0,66.33,64.41,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Male,1989,Y,2,1,1,,,,4.0,4,3,5,0,1,2,0,32.00333333333333,31.17,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.67,PG03,1.67,0.5,RM_type_B,Permanent,Male,1990,Y,0,0,0,,,,4.0,4,4,4,0,3,0,0,74.46666666666667,78.88,0.0,achiev_50%-100%,achiev_< 50%,reached
JG03,0.25,PG01,0.25,0.25,RM_type_B,Contract,Female,1990,N,0,0,0,level_4,2.75,2013,,1,1,1,0,0,0,0,,,,,,
JG04,1.67,PG03,1.67,1.5,RM_type_A,Permanent,Male,1984,Y,1,1,0,level_4,3.07,2009,7.0,7,5,4,0,0,0,0,87.68333333333334,90.33,3.0,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Male,1989,N,0,0,0,level_3,3.3,2011,5.0,5,4,4,0,5,0,0,56.54666666666666,60.66,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,1.5,RM_type_B,Permanent,Male,1990,Y,0,0,0,level_4,3.0,2012,3.0,3,2,2,0,2,0,0,44.50666666666666,47.15,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.17,PG03,1.17,1.5,RM_type_B,Permanent,Male,1987,Y,0,0,0,level_4,3.2,2012,4.0,4,3,2,0,0,0,0,85.50333333333333,83.82,1.0,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.33,PG03,1.33,0.33,RM_type_B,Permanent,Female,1983,Y,2,1,1,level_4,3.16,2005,6.0,6,8,5,0,0,0,0,48.51333333333333,55.07,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,2.5,RM_type_C,Permanent,Female,1988,Y,2,0,2,,,,4.0,4,3,3,0,3,0,0,71.58333333333333,82.56,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.33,PG03,1.33,1.5,RM_type_A,Permanent,Male,1987,Y,0,0,0,,,,4.0,4,3,4,0,3,1,0,52.053333333333335,48.94,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1988,Y,0,0,0,,,,4.0,4,3,4,0,3,0,0,74.15,76.43,0.0,achiev_50%-100%,achiev_< 50%,reached
JG03,3.5,PG01,3.5,2.5,RM_type_B,Permanent,Male,1988,Y,0,0,0,level_4,2.95,2011,3.0,3,2,1,0,1,1,0,45.803333333333335,51.86,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,1.5,RM_type_A,Permanent,Male,1990,Y,0,0,0,level_4,3.0,2012,3.0,3,2,2,0,4,0,0,74.71,76.16,0.0,achiev_100%-150%,achiev_< 50%,not reached
JG03,0.25,PG01,0.25,0.25,RM_type_B,Contract,Female,1989,N,0,0,0,level_4,3.8,2011,,1,1,1,0,0,0,0,,,,,,
JG04,2.42,PG03,2.42,0.0,RM_type_A,Permanent,Male,1985,Y,1,0,1,level_4,2.83,2009,6.0,6,4,4,0,4,1,0,42.013333333333335,58.24,0.0,achiev_< 50%,achiev_50%-100%,reached
JG04,1.75,PG03,1.75,0.0,RM_type_A,Permanent,Male,1987,Y,2,0,2,level_4,3.04,2010,6.0,6,8,5,0,0,0,0,60.14333333333334,64.29,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,0.0,RM_type_A,Permanent,Male,1987,Y,2,2,0,,,,4.0,4,4,4,0,7,2,0,54.19,58.88,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,0.0,RM_type_B,Permanent,Female,1987,Y,1,0,1,,,,4.0,4,3,2,0,4,4,0,49.4,52.29,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,0.0,RM_type_A,Permanent,Male,1987,Y,0,0,0,level_4,3.0,2011,3.0,3,3,2,0,3,0,0,49.76333333333334,52.68,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.17,PG03,1.17,0.0,RM_type_B,Permanent,Male,1988,Y,0,0,0,level_4,3.0,2011,3.0,3,4,3,0,0,1,0,52.46666666666667,53.53,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,0.0,RM_type_A,Permanent,Male,1990,Y,2,1,1,level_4,3.0,2012,3.0,3,3,3,0,3,0,1,40.97333333333333,47.02,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,0.0,RM_type_B,Permanent,Female,1984,Y,2,1,1,level_3,3.53,2005,2.0,2,3,2,0,3,0,0,13.160000000000002,13.28,0.0,achiev_< 50%,achiev_< 50%,reached
JG03,0.83,PG01,0.83,0.0,RM_type_B,Contract,Male,1993,N,0,0,0,level_4,3.23,2016,,1,1,1,0,0,0,0,,,,,,
JG03,0.42,PG01,0.42,0.0,RM_type_B,Contract,Male,1993,N,0,0,0,level_4,3.05,2016,,1,2,1,0,0,0,0,,,,,,
JG03,0.42,PG01,0.42,0.0,RM_type_B,Contract,Male,1990,N,0,0,0,level_4,3.14,2013,,1,1,1,0,0,0,0,,,,,,
JG04,0.42,PG03,0.42,0.5,RM_type_B,Permanent,Male,1989,N,0,0,0,level_3,3.04,2009,4.0,4,2,2,0,1,3,0,38.52333333333333,41.94,0.0,achiev_< 50%,achiev_< 50%,not reached
JG04,1.42,PG03,1.42,1.25,RM_type_A,Permanent,Male,1987,N,0,0,0,level_4,3.0,2009,2.0,2,2,3,0,4,0,1,36.96666666666666,37.74,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Female,1988,Y,1,1,0,level_4,3.79,2009,7.0,7,5,4,0,6,7,0,52.166666666666664,52.67,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,2.75,PG03,2.75,1.5,RM_type_A,Permanent,Female,1985,Y,2,0,2,level_4,2.91,2007,6.0,6,5,4,0,2,1,0,88.80666666666667,92.98,3.0,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1988,N,0,0,0,level_4,3.07,2012,5.0,5,3,3,0,2,0,0,47.053333333333335,61.5,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG03,0.83,PG01,0.83,0.83,RM_type_B,Contract,Male,1994,N,0,0,0,level_4,3.45,2016,,1,1,1,0,0,0,0,,,,,,
JG04,0.67,PG03,0.67,0.25,RM_type_B,Permanent,Male,1989,N,0,0,0,level_4,2.99,2012,1.0,1,3,2,0,0,0,0,,,,,,
JG04,2.67,PG03,2.67,1.5,RM_type_B,Permanent,Male,1986,Y,0,0,0,level_4,2.91,2010,6.0,6,6,3,0,5,0,0,72.88,74.96,0.0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,1.17,PG03,1.17,1.5,RM_type_A,Permanent,Female,1987,Y,1,1,0,level_4,3.01,2011,5.0,5,3,3,0,3,0,0,74.81333333333333,79.09,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.58,PG03,1.58,1.5,RM_type_A,Permanent,Male,1988,Y,1,0,1,level_4,3.12,2013,4.0,4,3,4,0,2,0,0,43.18666666666667,48.33,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,0.25,RM_type_A,Permanent,Male,1986,Y,0,0,0,level_4,3.13,2009,2.0,2,2,3,0,6,0,0,58.67,61.25,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,0.42,PG03,0.42,1.5,RM_type_A,Permanent,Male,1985,Y,1,1,0,level_3,3.14,2008,7.0,7,5,3,0,4,0,0,48.85999999999999,48.1,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,0.83,PG03,0.83,1.42,RM_type_B,Permanent,Male,1993,Y,0,0,0,level_4,3.42,2015,1.0,1,1,2,0,0,0,1,,,,,,
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Male,1987,Y,1,1,0,level_4,2.92,2012,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.92,PG03,1.92,1.5,RM_type_B,Permanent,Male,1991,Y,0,0,0,level_4,3.15,2014,3.0,3,3,3,0,6,0,0,90.52999999999999,99.33,2.0,achiev_> 1.5,achiev_100%-150%,reached
JG04,0.83,PG03,0.83,1.42,RM_type_B,Permanent,Male,1992,N,0,0,0,level_4,3.36,2015,1.0,1,1,2,0,0,0,0,,,,,,
JG04,1.5,PG03,1.5,2.5,RM_type_A,Permanent,Male,1985,Y,1,1,0,level_4,3.11,2009,6.0,6,4,3,0,6,0,0,60.06,55.35,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.58,PG03,1.58,2.0,RM_type_B,Permanent,Male,1990,Y,2,2,0,level_4,3.25,2014,3.0,3,2,2,0,8,0,0,58.88666666666666,59.01,0.0,achiev_50%-100%,achiev_< 50%,reached
JG03,1.0,PG01,1.0,0.92,RM_type_B,Contract,Male,1991,N,0,0,0,level_4,3.01,2014,,1,2,1,0,0,0,0,,,,,,
JG04,1.58,PG03,1.58,1.0,RM_type_A,Permanent,Male,1988,Y,0,0,0,level_4,3.46,2011,6.0,6,6,4,0,0,0,0,51.76666666666667,58.37,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Male,1989,Y,2,0,2,level_4,3.1,2012,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.67,PG03,1.67,1.5,RM_type_A,Permanent,Male,1988,Y,2,0,2,level_4,3.0,2011,6.0,6,5,4,0,6,0,0,50.61000000000001,56.21,0.0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.17,PG03,1.17,1.5,RM_type_B,Permanent,Male,1985,Y,0,0,0,level_3,3.0,2008,5.0,5,5,3,0,3,0,0,53.75,57.65,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.17,PG03,1.17,1.0,RM_type_B,Permanent,Female,1988,Y,0,0,0,level_4,3.13,2011,5.0,5,6,4,0,3,0,0,42.74,44.49,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.58,PG03,1.58,0.25,RM_type_B,Permanent,Male,1990,Y,1,1,0,level_4,3.55,2013,2.0,2,3,2,0,6,0,0,13.434999999999999,13.77,0.0,achiev_< 50%,achiev_< 50%,reached
JG04,1.33,PG03,1.33,1.5,RM_type_A,Permanent,Male,1992,N,0,0,0,level_4,3.03,2015,2.0,2,2,3,0,5,0,0,,,,,,
JG04,0.42,PG03,0.42,1.5,RM_type_B,Permanent,Male,1986,Y,0,0,0,level_4,3.19,2011,5.0,5,3,3,0,1,0,0,47.423333333333325,50.83,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,0.25,RM_type_A,Permanent,Male,1989,Y,0,0,0,level_4,3.01,2013,3.0,3,2,3,0,0,0,0,42.55666666666667,47.75,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.33,PG03,1.33,1.83,RM_type_B,Permanent,Male,1989,N,0,0,0,level_4,2.75,2011,2.0,2,1,2,0,0,0,0,,,,,,
JG04,1.67,PG03,1.67,0.25,RM_type_A,Permanent,Male,1987,Y,2,1,1,level_3,3.2,2010,6.0,6,4,3,0,2,0,0,61.65333333333333,67.66,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,1.5,RM_type_A,Permanent,Male,1988,Y,2,2,0,level_4,2.77,2011,6.0,6,4,3,0,2,0,0,74.59333333333332,76.38,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.33,PG03,1.33,0.25,RM_type_A,Permanent,Male,1989,Y,0,0,0,level_4,2.75,2012,5.0,5,5,4,0,3,2,0,43.76666666666667,44.13,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,0.83,PG03,0.83,1.42,RM_type_B,Permanent,Female,1991,N,0,0,0,level_4,3.33,2013,1.0,1,1,2,0,0,0,1,,,,,,
JG04,1.67,PG03,1.67,0.25,RM_type_A,Permanent,Male,1984,Y,1,0,1,level_4,2.82,2009,7.0,7,7,4,0,0,0,0,58.580000000000005,66.93,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.92,PG03,1.92,1.5,RM_type_B,Permanent,Male,1990,Y,0,0,0,level_4,3.22,2013,3.0,3,3,3,0,4,0,0,65.24000000000001,67.41,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,1.5,RM_type_A,Permanent,Male,1988,Y,1,1,0,level_4,3.1,2012,2.0,2,2,3,0,1,0,0,54.41,52.93,0.0,achiev_< 50%,achiev_< 50%,not reached
JG03,0.25,PG01,0.25,0.25,RM_type_B,Contract,Female,1992,N,0,0,0,level_4,3.18,2014,,1,1,1,0,0,0,0,,,,,,
JG04,1.67,PG03,1.67,0.25,RM_type_A,Permanent,Female,1987,Y,1,1,0,level_4,3.44,2009,6.0,6,5,3,0,4,0,0,75.92666666666666,78.89,0.0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,1.58,PG03,1.58,1.5,RM_type_A,Permanent,Male,1992,Y,1,0,1,level_3,3.0,2013,3.0,3,3,3,0,3,0,0,47.69666666666666,56.75,0.0,achiev_50%-100%,achiev_< 50%,reached
JG03,1.0,PG01,1.0,0.25,RM_type_B,Contract,Female,1991,N,0,0,0,level_4,3.28,2014,,1,2,1,0,0,0,0,,,,,,
JG04,1.33,PG03,1.33,1.5,RM_type_A,Permanent,Male,1991,Y,1,0,1,level_4,3.6,2014,2.0,2,2,3,0,1,0,0,,,,,,
JG04,2.67,PG03,2.67,0.25,RM_type_A,Permanent,Male,1988,Y,0,0,0,level_4,3.51,2010,6.0,6,5,3,0,4,0,0,50.693333333333335,62.21,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,1.5,RM_type_A,Permanent,Male,1991,Y,0,0,0,level_4,3.28,2012,3.0,3,3,3,0,5,0,0,79.94000000000001,87.84,1.0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Male,1990,Y,1,1,0,level_4,2.95,2013,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.83,PG03,1.83,0.92,RM_type_A,Permanent,Male,1986,Y,1,0,1,level_4,2.95,2009,4.0,4,3,2,1,0,4,0,91.48666666666668,121.41,1.0,achiev_> 1.5,achiev_> 1.5,reached
JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Male,1991,Y,1,0,1,level_4,3.56,2013,4.0,4,3,2,0,4,0,0,57.44,63.26,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Male,1990,Y,0,0,0,level_4,3.12,2012,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.25,PG03,1.25,0.0,RM_type_A,Permanent,Male,1988,Y,0,0,0,level_3,3.0,2006,5.0,5,4,2,0,3,0,1,56.20666666666667,58.38,0.0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Male,1989,Y,1,0,1,,,,4.0,4,3,2,0,3,1,1,50.94333333333333,48.44,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.25,PG03,1.25,2.25,RM_type_A,Permanent,Male,1989,Y,0,0,0,level_4,0.0,2014,2.0,2,1,3,0,3,1,0,20.0,20.0,0.0,,,
JG03,0.83,PG01,0.83,0.83,RM_type_B,Contract,Female,1991,N,0,0,0,level_4,0.0,2013,,1,1,1,0,0,0,0,,,,,,
JG04,0.58,PG03,0.58,0.58,RM_type_B,Permanent,Female,1992,N,0,0,0,level_4,0.0,2014,1.0,1,1,1,0,0,0,0,,,,,,
JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Male,1991,N,0,0,0,level_4,0.0,2013,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.25,PG03,1.25,1.75,RM_type_A,Permanent,Male,1987,N,0,0,0,level_4,2.89,2009,6.0,6,3,2,0,3,2,1,80.73666666666666,82.29,0.0,achiev_100%-150%,achiev_< 50%,not reached
JG04,0.5,PG03,0.5,0.0,RM_type_A,Permanent,Female,1984,Y,1,0,1,level_3,3.01,2006,6.0,6,4,5,0,3,5,0,61.46666666666667,62.46,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.25,PG03,1.25,1.75,RM_type_B,Permanent,Female,1983,Y,2,1,1,level_4,3.21,2005,5.0,5,2,2,0,3,4,0,48.406666666666666,50.3,0.0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,0.92,RM_type_A,Permanent,Male,1987,Y,2,0,2,level_4,2.89,2010,4.0,4,3,3,0,6,1,0,61.02333333333333,62.78,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.92,RM_type_A,Permanent,Male,1989,Y,1,1,0,level_4,3.19,2011,4.0,4,2,3,0,2,1,0,54.27,53.26,0.0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.25,PG03,1.25,0.92,RM_type_B,Permanent,Male,1991,Y,0,0,0,level_3,3.42,2013,3.0,3,2,2,0,2,2,0,51.89,51.89,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.92,RM_type_A,Permanent,Male,1986,Y,0,0,0,level_3,3.04,2011,5.0,5,2,2,0,5,8,1,70.88999999999999,72.49,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.0,RM_type_A,Permanent,Male,1990,Y,0,0,0,level_4,0.0,2014,3.0,3,3,3,0,6,5,1,13.88,13.88,0.0,achiev_< 50%,achiev_< 50%,reached
JG03,0.75,PG01,0.75,0.75,RM_type_B,Contract,Male,1994,N,0,0,0,level_4,3.46,2015,,1,1,1,0,0,0,0,,,,,,
JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Male,1990,N,0,0,0,level_4,3.25,2015,1.0,1,1,1,0,0,0,0,,,,,,
JG04,0.17,PG03,0.17,0.17,RM_type_B,Permanent,Male,1993,N,0,0,0,level_4,3.21,2014,1.0,1,1,1,0,0,0,0,,,,,,
JG03,0.0,PG01,0.0,0.0,RM_type_B,Contract,Female,1994,N,0,0,0,level_4,0.0,2013,,1,1,1,0,0,0,0,,,,,,
JG04,1.83,PG03,1.83,0.75,RM_type_A,Permanent,Male,1984,Y,1,1,0,level_4,3.29,2012,6.0,6,4,5,0,9,3,0,102.18666666666667,105.0,3.0,achiev_> 1.5,achiev_> 1.5,not reached
JG03,4.92,PG01,4.92,0.0,RM_type_A,Permanent,Male,1984,N,0,0,0,level_4,2.8,2009,5.0,5,3,2,0,1,0,1,76.0,82.64,0.0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,3.5,RM_type_A,Permanent,Male,1989,Y,1,1,0,,,,4.0,4,2,3,0,5,1,0,67.35333333333334,74.12,0.0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,2.5,RM_type_B,Permanent,Female,1987,Y,1,1,0,level_4,0.0,2014,3.0,3,1,2,0,2,3,1,15.08,15.08,0.0,achiev_< 50%,achiev_< 50%,reached
